raw_week_label,week_label,week_start,week_end,year,week_number,month_number,month_label,quarter_label,display_label
2028W35,2028W35,2028-08-20,2028-08-26,2028,35,8,Aug 2028,Q3,2028 Week 35
2028W36,2028W36,2028-08-27,2028-09-02,2028,36,8,Aug 2028,Q3,2028 Week 36
2028W37,2028W37,2028-09-03,2028-09-09,2028,37,9,Sep 2028,Q3,2028 Week 37
2028W38,2028W38,2028-09-10,2028-09-16,2028,38,9,Sep 2028,Q3,2028 Week 38
2028W39,2028W39,2028-09-17,2028-09-23,2028,39,9,Sep 2028,Q3,2028 Week 39
2028W40,2028W40,2028-09-24,2028-09-30,2028,40,9,Sep 2028,Q3,2028 Week 40
2028W41,2028W41,2028-10-01,2028-10-07,2028,41,10,Oct 2028,Q4,2028 Week 41
2028W42,2028W42,2028-10-08,2028-10-14,2028,42,10,Oct 2028,Q4,2028 Week 42
2028W43,2028W43,2028-10-15,2028-10-21,2028,43,10,Oct 2028,Q4,2028 Week 43
2028W44,2028W44,2028-10-22,2028-10-28,2028,44,10,Oct 2028,Q4,2028 Week 44
2028W45,2028W45,2028-10-29,2028-11-04,2028,45,10,Oct 2028,Q4,2028 Week 45
2028W46,2028W46,2028-11-05,2028-11-11,2028,46,11,Nov 2028,Q4,2028 Week 46
2028W47,2028W47,2028-11-12,2028-11-18,2028,47,11,Nov 2028,Q4,2028 Week 47
2028W48,2028W48,2028-11-19,2028-11-25,2028,48,11,Nov 2028,Q4,2028 Week 48
2028W49,2028W49,2028-11-26,2028-12-02,2028,49,11,Nov 2028,Q4,2028 Week 49
2028W50,2028W50,2028-12-03,2028-12-09,2028,50,12,Dec 2028,Q4,2028 Week 50
2028W51,2028W51,2028-12-10,2028-12-16,2028,51,12,Dec 2028,Q4,2028 Week 51
2028W52,2028W52,2028-12-17,2028-12-23,2028,52,12,Dec 2028,Q4,2028 Week 52
2028W53,2028W53,2028-12-24,2028-12-30,2028,53,12,Dec 2028,Q4,2028 Week 53
2028W54,2028W54,2028-12-31,2029-01-06,2028,54,12,Dec 2028,Q4,2028 Week 54
2029W02,2029W02,2029-01-07,2029-01-13,2029,2,1,Jan 2029,Q1,2029 Week 02
2029W03,2029W03,2029-01-14,2029-01-20,2029,3,1,Jan 2029,Q1,2029 Week 03
2029W04,2029W04,2029-01-21,2029-01-27,2029,4,1,Jan 2029,Q1,2029 Week 04
2029W05,2029W05,2029-01-28,2029-02-03,2029,5,1,Jan 2029,Q1,2029 Week 05
2029W06,2029W06,2029-02-04,2029-02-10,2029,6,2,Feb 2029,Q1,2029 Week 06
2029W07,2029W07,2029-02-11,2029-02-17,2029,7,2,Feb 2029,Q1,2029 Week 07
2029W08,2029W08,2029-02-18,2029-02-24,2029,8,2,Feb 2029,Q1,2029 Week 08
2029W09,2029W09,2029-02-25,2029-03-03,2029,9,2,Feb 2029,Q1,2029 Week 09
2029W10,2029W10,2029-03-04,2029-03-10,2029,10,3,Mar 2029,Q1,2029 Week 10
2029W11,2029W11,2029-03-11,2029-03-17,2029,11,3,Mar 2029,Q1,2029 Week 11
2029W12,2029W12,2029-03-18,2029-03-24,2029,12,3,Mar 2029,Q1,2029 Week 12
2029W13,2029W13,2029-03-25,2029-03-31,2029,13,3,Mar 2029,Q1,2029 Week 13
2029W14,2029W14,2029-04-01,2029-04-07,2029,14,4,Apr 2029,Q2,2029 Week 14
2029W15,2029W15,2029-04-08,2029-04-14,2029,15,4,Apr 2029,Q2,2029 Week 15
2029W16,2029W16,2029-04-15,2029-04-21,2029,16,4,Apr 2029,Q2,2029 Week 16
2029W17,2029W17,2029-04-22,2029-04-28,2029,17,4,Apr 2029,Q2,2029 Week 17
2029W18,2029W18,2029-04-29,2029-05-05,2029,18,4,Apr 2029,Q2,2029 Week 18
2029W19,2029W19,2029-05-06,2029-05-12,2029,19,5,May 2029,Q2,2029 Week 19
2029W20,2029W20,2029-05-13,2029-05-19,2029,20,5,May 2029,Q2,2029 Week 20
2029W21,2029W21,2029-05-20,2029-05-26,2029,21,5,May 2029,Q2,2029 Week 21
2029W22,2029W22,2029-05-27,2029-06-02,2029,22,5,May 2029,Q2,2029 Week 22
2029W23,2029W23,2029-06-03,2029-06-09,2029,23,6,Jun 2029,Q2,2029 Week 23
2029W24,2029W24,2029-06-10,2029-06-16,2029,24,6,Jun 2029,Q2,2029 Week 24
2029W25,2029W25,2029-06-17,2029-06-23,2029,25,6,Jun 2029,Q2,2029 Week 25
2029W26,2029W26,2029-06-24,2029-06-30,2029,26,6,Jun 2029,Q2,2029 Week 26
2029W27,2029W27,2029-07-01,2029-07-07,2029,27,7,Jul 2029,Q3,2029 Week 27
2029W28,2029W28,2029-07-08,2029-07-14,2029,28,7,Jul 2029,Q3,2029 Week 28
2029W29,2029W29,2029-07-15,2029-07-21,2029,29,7,Jul 2029,Q3,2029 Week 29
2029W30,2029W30,2029-07-22,2029-07-28,2029,30,7,Jul 2029,Q3,2029 Week 30
2029W31,2029W31,2029-07-29,2029-08-04,2029,31,7,Jul 2029,Q3,2029 Week 31
2029W32,2029W32,2029-08-05,2029-08-11,2029,32,8,Aug 2029,Q3,2029 Week 32
2029W33,2029W33,2029-08-12,2029-08-18,2029,33,8,Aug 2029,Q3,2029 Week 33
2029W34,2029W34,2029-08-19,2029-08-25,2029,34,8,Aug 2029,Q3,2029 Week 34
2029W35,2029W35,2029-08-26,2029-09-01,2029,35,8,Aug 2029,Q3,2029 Week 35
2029W36,2029W36,2029-09-02,2029-09-08,2029,36,9,Sep 2029,Q3,2029 Week 36
2029W37,2029W37,2029-09-09,2029-09-15,2029,37,9,Sep 2029,Q3,2029 Week 37
2029W38,2029W38,2029-09-16,2029-09-22,2029,38,9,Sep 2029,Q3,2029 Week 38
2029W39,2029W39,2029-09-23,2029-09-29,2029,39,9,Sep 2029,Q3,2029 Week 39
2029W40,2029W40,2029-09-30,2029-10-06,2029,40,9,Sep 2029,Q3,2029 Week 40
2029W41,2029W41,2029-10-07,2029-10-13,2029,41,10,Oct 2029,Q4,2029 Week 41
2029W42,2029W42,2029-10-14,2029-10-20,2029,42,10,Oct 2029,Q4,2029 Week 42
2029W43,2029W43,2029-10-21,2029-10-27,2029,43,10,Oct 2029,Q4,2029 Week 43
2029W44,2029W44,2029-10-28,2029-11-03,2029,44,10,Oct 2029,Q4,2029 Week 44
2029W45,2029W45,2029-11-04,2029-11-10,2029,45,11,Nov 2029,Q4,2029 Week 45
2029W46,2029W46,2029-11-11,2029-11-17,2029,46,11,Nov 2029,Q4,2029 Week 46
2029W47,2029W47,2029-11-18,2029-11-24,2029,47,11,Nov 2029,Q4,2029 Week 47
2029W48,2029W48,2029-11-25,2029-12-01,2029,48,11,Nov 2029,Q4,2029 Week 48
2029W49,2029W49,2029-12-02,2029-12-08,2029,49,12,Dec 2029,Q4,2029 Week 49
2029W50,2029W50,2029-12-09,2029-12-15,2029,50,12,Dec 2029,Q4,2029 Week 50
2029W51,2029W51,2029-12-16,2029-12-22,2029,51,12,Dec 2029,Q4,2029 Week 51
2029W52,2029W52,2029-12-23,2029-12-29,2029,52,12,Dec 2029,Q4,2029 Week 52
2029W53,2029W53,2029-12-30,2030-01-05,2029,53,12,Dec 2029,Q4,2029 Week 53
2030W02,2030W02,2030-01-06,2030-01-12,2030,2,1,Jan 2030,Q1,2030 Week 02
2030W03,2030W03,2030-01-13,2030-01-19,2030,3,1,Jan 2030,Q1,2030 Week 03
2030W04,2030W04,2030-01-20,2030-01-26,2030,4,1,Jan 2030,Q1,2030 Week 04
2030W05,2030W05,2030-01-27,2030-02-02,2030,5,1,Jan 2030,Q1,2030 Week 05
2030W06,2030W06,2030-02-03,2030-02-09,2030,6,2,Feb 2030,Q1,2030 Week 06
2030W07,2030W07,2030-02-10,2030-02-16,2030,7,2,Feb 2030,Q1,2030 Week 07
2030W08,2030W08,2030-02-17,2030-02-23,2030,8,2,Feb 2030,Q1,2030 Week 08
2030W09,2030W09,2030-02-24,2030-03-02,2030,9,2,Feb 2030,Q1,2030 Week 09
2030W10,2030W10,2030-03-03,2030-03-09,2030,10,3,Mar 2030,Q1,2030 Week 10
2030W11,2030W11,2030-03-10,2030-03-16,2030,11,3,Mar 2030,Q1,2030 Week 11
2030W12,2030W12,2030-03-17,2030-03-23,2030,12,3,Mar 2030,Q1,2030 Week 12
2030W13,2030W13,2030-03-24,2030-03-30,2030,13,3,Mar 2030,Q1,2030 Week 13
2030W14,2030W14,2030-03-31,2030-04-06,2030,14,3,Mar 2030,Q1,2030 Week 14
2030W15,2030W15,2030-04-07,2030-04-13,2030,15,4,Apr 2030,Q2,2030 Week 15
2030W16,2030W16,2030-04-14,2030-04-20,2030,16,4,Apr 2030,Q2,2030 Week 16
2030W17,2030W17,2030-04-21,2030-04-27,2030,17,4,Apr 2030,Q2,2030 Week 17
2030W18,2030W18,2030-04-28,2030-05-04,2030,18,4,Apr 2030,Q2,2030 Week 18
2030W19,2030W19,2030-05-05,2030-05-11,2030,19,5,May 2030,Q2,2030 Week 19
2030W20,2030W20,2030-05-12,2030-05-18,2030,20,5,May 2030,Q2,2030 Week 20
2030W21,2030W21,2030-05-19,2030-05-25,2030,21,5,May 2030,Q2,2030 Week 21
2030W22,2030W22,2030-05-26,2030-06-01,2030,22,5,May 2030,Q2,2030 Week 22
2030W23,2030W23,2030-06-02,2030-06-08,2030,23,6,Jun 2030,Q2,2030 Week 23
2030W24,2030W24,2030-06-09,2030-06-15,2030,24,6,Jun 2030,Q2,2030 Week 24
2030W25,2030W25,2030-06-16,2030-06-22,2030,25,6,Jun 2030,Q2,2030 Week 25
2030W26,2030W26,2030-06-23,2030-06-29,2030,26,6,Jun 2030,Q2,2030 Week 26
2030W27,2030W27,2030-06-30,2030-07-06,2030,27,6,Jun 2030,Q2,2030 Week 27
2030W28,2030W28,2030-07-07,2030-07-13,2030,28,7,Jul 2030,Q3,2030 Week 28
2030W29,2030W29,2030-07-14,2030-07-20,2030,29,7,Jul 2030,Q3,2030 Week 29
2030W30,2030W30,2030-07-21,2030-07-27,2030,30,7,Jul 2030,Q3,2030 Week 30
2030W31,2030W31,2030-07-28,2030-08-03,2030,31,7,Jul 2030,Q3,2030 Week 31
2030W32,2030W32,2030-08-04,2030-08-10,2030,32,8,Aug 2030,Q3,2030 Week 32
2030W33,2030W33,2030-08-11,2030-08-17,2030,33,8,Aug 2030,Q3,2030 Week 33
2030W34,2030W34,2030-08-18,2030-08-24,2030,34,8,Aug 2030,Q3,2030 Week 34
2030W35,2030W35,2030-08-25,2030-08-31,2030,35,8,Aug 2030,Q3,2030 Week 35
2030W36,2030W36,2030-09-01,2030-09-07,2030,36,9,Sep 2030,Q3,2030 Week 36
2030W37,2030W37,2030-09-08,2030-09-14,2030,37,9,Sep 2030,Q3,2030 Week 37
2030W38,2030W38,2030-09-15,2030-09-21,2030,38,9,Sep 2030,Q3,2030 Week 38
2030W39,2030W39,2030-09-22,2030-09-28,2030,39,9,Sep 2030,Q3,2030 Week 39
2030W40,2030W40,2030-09-29,2030-10-05,2030,40,9,Sep 2030,Q3,2030 Week 40
2030W41,2030W41,2030-10-06,2030-10-12,2030,41,10,Oct 2030,Q4,2030 Week 41
2030W42,2030W42,2030-10-13,2030-10-19,2030,42,10,Oct 2030,Q4,2030 Week 42
2030W43,2030W43,2030-10-20,2030-10-26,2030,43,10,Oct 2030,Q4,2030 Week 43
2030W44,2030W44,2030-10-27,2030-11-02,2030,44,10,Oct 2030,Q4,2030 Week 44
2030W45,2030W45,2030-11-03,2030-11-09,2030,45,11,Nov 2030,Q4,2030 Week 45
2030W46,2030W46,2030-11-10,2030-11-16,2030,46,11,Nov 2030,Q4,2030 Week 46
2030W47,2030W47,2030-11-17,2030-11-23,2030,47,11,Nov 2030,Q4,2030 Week 47
2030W48,2030W48,2030-11-24,2030-11-30,2030,48,11,Nov 2030,Q4,2030 Week 48
2030W49,2030W49,2030-12-01,2030-12-07,2030,49,12,Dec 2030,Q4,2030 Week 49
2030W50,2030W50,2030-12-08,2030-12-14,2030,50,12,Dec 2030,Q4,2030 Week 50
2030W51,2030W51,2030-12-15,2030-12-21,2030,51,12,Dec 2030,Q4,2030 Week 51
2030W52,2030W52,2030-12-22,2030-12-28,2030,52,12,Dec 2030,Q4,2030 Week 52
2030W53,2030W53,2030-12-29,2031-01-04,2030,53,12,Dec 2030,Q4,2030 Week 53
